seed,f1_normal,f1_independent_low,f1_independent_high,f1_correlated_low,f1_correlated_high
0,0.68188302425107,0.0,0.08695652173913043,0.0,0.03125
1,0.6809116809116809,0.0,0.08955223880597014,0.0,0.14925373134328357
2,0.6818181818181818,0.0,0.029411764705882353,0.0,0.06060606060606061
3,0.6926406926406926,0.0,0.11940298507462686,0.03125,0.11267605633802817
4,0.6886657101865137,0.03225806451612903,0.1111111111111111,0.0,0.058823529411764705
42,0.6837606837606838,0.0,0.1111111111111111,0.03225806451612903,0.03125
123,0.6838340486409156,0.0,0.08823529411764706,0.06349206349206349,0.09090909090909091
999,0.6847360912981455,0.0,0.17647058823529413,0.0,0.08450704225352113
