seed,f1_normal,f1_independent_low,f1_independent_high,f1_correlated_low,f1_correlated_high
0,0.8085991678224688,0.1507537688442211,0.34057971014492755,0.0967741935483871,0.30976430976430974
1,0.7917241379310345,0.08421052631578947,0.3254237288135593,0.0782122905027933,0.3006993006993007
2,0.8053035589672016,0.07142857142857142,0.26174496644295303,0.1073170731707317,0.26119402985074625
3,0.8216292134831461,0.09375,0.31833910034602075,0.0975609756097561,0.32413793103448274
4,0.8097902097902098,0.17307692307692307,0.3154121863799283,0.12807881773399016,0.35
42,0.8092243186582809,0.10050251256281408,0.29900332225913623,0.09574468085106383,0.2846975088967972
123,0.817477096546864,0.13,0.3411371237458194,0.1073170731707317,0.36823104693140796
999,0.8030513176144244,0.08040201005025126,0.32727272727272727,0.08602150537634409,0.348993288590604
